,date,vessel_type,source,destination,price
761817,2026-03-11,Supramax,Mozambique,Sagar/Sandheads,27.87
170505,2026-03-11,Capesize,Russia,Visakhapatnam,21.43
249753,2026-03-11,Handysize,Australia,Sagar/Sandheads,27.53
481401,2026-03-11,Panamax,Indonesia,Gangavaram,27.16
822777,2026-03-11,Supramax,USA,Gangavaram,32.49
60777,2026-03-11,Capesize,Indonesia,Gopalpur,14.56
688665,2026-03-11,Supramax,Indonesia,Dhamra,17.09
536265,2026-03-11,Panamax,Mozambique,Haldia,30.46
194889,2026-03-11,Capesize,USA,Haldia,26.09
48585,2026-03-11,Capesize,Indonesia,Dhamra,11.8
347289,2026-03-11,Handysize,Russia,Dhamra,22.29
713049,2026-03-11,Supramax,Indonesia,Paradip,21.34
737433,2026-03-11,Supramax,Mozambique,Gangavaram,21.69
804489,2026-03-11,Supramax,Russia,Sagar/Sandheads,29.43
133929,2026-03-11,Capesize,Russia,Dhamra,23.97
475305,2026-03-11,Panamax,Indonesia,Dhamra,19.06
97353,2026-03-11,Capesize,Mozambique,Gangavaram,16.97
834969,2026-03-11,Supramax,USA,Haldia,30.41
255849,2026-03-11,Handysize,Australia,Visakhapatnam,29.13
530169,2026-03-11,Panamax,Mozambique,Gopalpur,25.85
420441,2026-03-11,Handysize,USA,Sagar/Sandheads,36.17
609417,2026-03-11,Panamax,USA,Gangavaram,31.08
298521,2026-03-11,Handysize,Indonesia,Visakhapatnam,25.02
578937,2026-03-11,Panamax,Russia,Haldia,31.6
127833,2026-03-11,Capesize,Mozambique,Visakhapatnam,22.03
633801,2026-03-11,Panamax,USA,Sagar/Sandheads,52.34
658185,2026-03-11,Supramax,Australia,Gopalpur,21.73
383865,2026-03-11,Handysize,Russia,Visakhapatnam,21.76
426537,2026-03-11,Handysize,USA,Visakhapatnam,24.98
652089,2026-03-11,Supramax,Australia,Gangavaram,23.48
774009,2026-03-11,Supramax,Russia,Dhamra,20.71
432633,2026-03-11,Panamax,Australia,Dhamra,30.25
792297,2026-03-11,Supramax,Russia,Haldia,34.59
560649,2026-03-11,Panamax,Russia,Dhamra,40.44
786201,2026-03-11,Supramax,Russia,Gopalpur,29.06
176601,2026-03-11,Capesize,USA,Dhamra,20.77
274137,2026-03-11,Handysize,Indonesia,Gopalpur,22.74
816681,2026-03-11,Supramax,USA,Dhamra,35.02
767913,2026-03-11,Supramax,Mozambique,Visakhapatnam,31.61
182697,2026-03-11,Capesize,USA,Gangavaram,17.78
329001,2026-03-11,Handysize,Mozambique,Paradip,26.38
353385,2026-03-11,Handysize,Russia,Gangavaram,26.39
91257,2026-03-11,Capesize,Mozambique,Dhamra,13.31
505785,2026-03-11,Panamax,Indonesia,Sagar/Sandheads,32.23
676473,2026-03-11,Supramax,Australia,Sagar/Sandheads,26.66
828873,2026-03-11,Supramax,USA,Gopalpur,23.82
219273,2026-03-11,Handysize,Australia,Dhamra,23.95
444825,2026-03-11,Panamax,Australia,Gopalpur,30.22
457017,2026-03-11,Panamax,Australia,Paradip,20.41
585033,2026-03-11,Panamax,Russia,Paradip,31.48
243657,2026-03-11,Handysize,Australia,Paradip,15.92
152217,2026-03-11,Capesize,Russia,Haldia,20.33
670377,2026-03-11,Supramax,Australia,Paradip,27.34
140025,2026-03-11,Capesize,Russia,Gangavaram,18.42
450921,2026-03-11,Panamax,Australia,Haldia,35.28
627705,2026-03-11,Panamax,USA,Paradip,27.45
164409,2026-03-11,Capesize,Russia,Sagar/Sandheads,22.24
639897,2026-03-11,Panamax,USA,Visakhapatnam,23.62
615513,2026-03-11,Panamax,USA,Gopalpur,32.16
231465,2026-03-11,Handysize,Australia,Gopalpur,27.71
371673,2026-03-11,Handysize,Russia,Paradip,29.27
542361,2026-03-11,Panamax,Mozambique,Paradip,24.29
396057,2026-03-11,Handysize,USA,Gangavaram,27.8
225369,2026-03-11,Handysize,Australia,Gangavaram,17.49
524073,2026-03-11,Panamax,Mozambique,Gangavaram,27.5
499689,2026-03-11,Panamax,Indonesia,Paradip,39.58
408249,2026-03-11,Handysize,USA,Haldia,26.44
438729,2026-03-11,Panamax,Australia,Gangavaram,33.2
749625,2026-03-11,Supramax,Mozambique,Haldia,36.62
18105,2026-03-11,Capesize,Australia,Gopalpur,13.14
645993,2026-03-11,Supramax,Australia,Dhamra,30.4
548457,2026-03-11,Panamax,Mozambique,Sagar/Sandheads,36.44
725241,2026-03-11,Supramax,Indonesia,Visakhapatnam,36.99
304617,2026-03-11,Handysize,Mozambique,Dhamra,24.5
158313,2026-03-11,Capesize,Russia,Paradip,18.7
237561,2026-03-11,Handysize,Australia,Haldia,23.37
572841,2026-03-11,Panamax,Russia,Gopalpur,34.93
597226,2026-03-12,Panamax,Russia,Visakhapatnam,29.69
268042,2026-03-12,Handysize,Indonesia,Gangavaram,26.54
231466,2026-03-12,Handysize,Australia,Gopalpur,27.78
42490,2026-03-12,Capesize,Australia,Visakhapatnam,15.75
219274,2026-03-12,Handysize,Australia,Dhamra,25.26
298522,2026-03-12,Handysize,Indonesia,Visakhapatnam,25.27
353386,2026-03-12,Handysize,Russia,Gangavaram,25.41
615514,2026-03-12,Panamax,USA,Gopalpur,31.21
383866,2026-03-12,Handysize,Russia,Visakhapatnam,22.46
658186,2026-03-12,Supramax,Australia,Gopalpur,22.13
481402,2026-03-12,Panamax,Indonesia,Gangavaram,26.65
725242,2026-03-12,Supramax,Indonesia,Visakhapatnam,36.56
438730,2026-03-12,Panamax,Australia,Gangavaram,33.12
85162,2026-03-12,Capesize,Indonesia,Visakhapatnam,18.36
188794,2026-03-12,Capesize,USA,Gopalpur,17.96
97354,2026-03-12,Capesize,Mozambique,Gangavaram,16.86
676474,2026-03-12,Supramax,Australia,Sagar/Sandheads,26.11
560650,2026-03-12,Panamax,Russia,Dhamra,38.61
536266,2026-03-12,Panamax,Mozambique,Haldia,30.33
530170,2026-03-12,Panamax,Mozambique,Gopalpur,27.23
225370,2026-03-12,Handysize,Australia,Gangavaram,18.82
194890,2026-03-12,Capesize,USA,Haldia,25.56
816682,2026-03-12,Supramax,USA,Dhamra,35.34
274138,2026-03-12,Handysize,Indonesia,Gopalpur,22.36
639898,2026-03-12,Panamax,USA,Visakhapatnam,25.44
664282,2026-03-12,Supramax,Australia,Haldia,29.23
133930,2026-03-12,Capesize,Russia,Dhamra,22.81
176602,2026-03-12,Capesize,USA,Dhamra,21.13
408250,2026-03-12,Handysize,USA,Haldia,26.88
79066,2026-03-12,Capesize,Indonesia,Sagar/Sandheads,18.98
810586,2026-03-12,Supramax,Russia,Visakhapatnam,32.71
243658,2026-03-12,Handysize,Australia,Paradip,15.79
402154,2026-03-12,Handysize,USA,Gopalpur,24.91
377770,2026-03-12,Handysize,Russia,Sagar/Sandheads,35.85
719146,2026-03-12,Supramax,Indonesia,Sagar/Sandheads,21.91
170506,2026-03-12,Capesize,Russia,Visakhapatnam,20.55
249754,2026-03-12,Handysize,Australia,Sagar/Sandheads,28.22
36394,2026-03-12,Capesize,Australia,Sagar/Sandheads,15.91
261946,2026-03-12,Handysize,Indonesia,Dhamra,14.85
389962,2026-03-12,Handysize,USA,Dhamra,24.6
396058,2026-03-12,Handysize,USA,Gangavaram,27.54
66874,2026-03-12,Capesize,Indonesia,Haldia,22.96
554554,2026-03-12,Panamax,Mozambique,Visakhapatnam,38.87
591130,2026-03-12,Panamax,Russia,Sagar/Sandheads,36.41
359482,2026-03-12,Handysize,Russia,Gopalpur,23.01
700858,2026-03-12,Supramax,Indonesia,Gopalpur,18.88
463114,2026-03-12,Panamax,Australia,Sagar/Sandheads,28.1
828874,2026-03-12,Supramax,USA,Gopalpur,23.59
444826,2026-03-12,Panamax,Australia,Gopalpur,30.26
152218,2026-03-12,Capesize,Russia,Haldia,20.8
682570,2026-03-12,Supramax,Australia,Visakhapatnam,28.11
127834,2026-03-12,Capesize,Mozambique,Visakhapatnam,22.69
450922,2026-03-12,Panamax,Australia,Haldia,34.2
755722,2026-03-12,Supramax,Mozambique,Paradip,19.07
316810,2026-03-12,Handysize,Mozambique,Gopalpur,20.7
798394,2026-03-12,Supramax,Russia,Paradip,23.05
493594,2026-03-12,Panamax,Indonesia,Haldia,29.89
670378,2026-03-12,Supramax,Australia,Paradip,26.91
30298,2026-03-12,Capesize,Australia,Paradip,19.16
329002,2026-03-12,Handysize,Mozambique,Paradip,26.15
48586,2026-03-12,Capesize,Indonesia,Dhamra,11.74
200986,2026-03-12,Capesize,USA,Paradip,16.52
182698,2026-03-12,Capesize,USA,Gangavaram,17.96
786202,2026-03-12,Supramax,Russia,Gopalpur,28.57
487498,2026-03-12,Panamax,Indonesia,Gopalpur,18.85
347290,2026-03-12,Handysize,Russia,Dhamra,22.97
18106,2026-03-12,Capesize,Australia,Gopalpur,14.8
749626,2026-03-12,Supramax,Mozambique,Haldia,36.31
834970,2026-03-12,Supramax,USA,Haldia,30.98
91258,2026-03-12,Capesize,Mozambique,Dhamra,13.6
365578,2026-03-12,Handysize,Russia,Haldia,30.81
457018,2026-03-12,Panamax,Australia,Paradip,19.95
304618,2026-03-12,Handysize,Mozambique,Dhamra,24.54
499690,2026-03-12,Panamax,Indonesia,Paradip,41.34
322906,2026-03-12,Handysize,Mozambique,Haldia,19.1
213178,2026-03-12,Capesize,USA,Visakhapatnam,23.52
237562,2026-03-12,Handysize,Australia,Haldia,23.08
24202,2026-03-12,Capesize,Australia,Haldia,19.94
688666,2026-03-12,Supramax,Indonesia,Dhamra,16.91
5914,2026-03-12,Capesize,Australia,Dhamra,18.78
121738,2026-03-12,Capesize,Mozambique,Sagar/Sandheads,24.56
761818,2026-03-12,Supramax,Mozambique,Sagar/Sandheads,29.0
426538,2026-03-12,Handysize,USA,Visakhapatnam,24.46
286330,2026-03-12,Handysize,Indonesia,Paradip,20.26
292426,2026-03-12,Handysize,Indonesia,Sagar/Sandheads,25.76
432634,2026-03-12,Panamax,Australia,Dhamra,30.99
737434,2026-03-12,Supramax,Mozambique,Gangavaram,22.72
420442,2026-03-12,Handysize,USA,Sagar/Sandheads,36.48
524074,2026-03-12,Panamax,Mozambique,Gangavaram,27.98
585034,2026-03-12,Panamax,Russia,Paradip,32.85
847162,2026-03-12,Supramax,USA,Sagar/Sandheads,29.15
207082,2026-03-12,Capesize,USA,Sagar/Sandheads,23.63
542362,2026-03-12,Panamax,Mozambique,Paradip,26.58
645994,2026-03-12,Supramax,Australia,Dhamra,31.06
706954,2026-03-12,Supramax,Indonesia,Haldia,23.43
469210,2026-03-12,Panamax,Australia,Visakhapatnam,38.03
140026,2026-03-12,Capesize,Russia,Gangavaram,18.38
627706,2026-03-12,Panamax,USA,Paradip,27.82
115642,2026-03-12,Capesize,Mozambique,Paradip,14.11
72970,2026-03-12,Capesize,Indonesia,Paradip,14.64
713050,2026-03-12,Supramax,Indonesia,Paradip,21.91
371674,2026-03-12,Handysize,Russia,Paradip,29.59
280234,2026-03-12,Handysize,Indonesia,Haldia,24.68
621610,2026-03-12,Panamax,USA,Haldia,34.94
103450,2026-03-12,Capesize,Mozambique,Gopalpur,21.1
694762,2026-03-12,Supramax,Indonesia,Gangavaram,24.5
566746,2026-03-12,Panamax,Russia,Gangavaram,30.87
517978,2026-03-12,Panamax,Mozambique,Dhamra,26.91
731338,2026-03-12,Supramax,Mozambique,Dhamra,29.11
841066,2026-03-12,Supramax,USA,Paradip,35.78
804490,2026-03-12,Supramax,Russia,Sagar/Sandheads,30.08
774010,2026-03-12,Supramax,Russia,Dhamra,21.23
792298,2026-03-12,Supramax,Russia,Haldia,35.56
341194,2026-03-12,Handysize,Mozambique,Visakhapatnam,14.17
767914,2026-03-12,Supramax,Mozambique,Visakhapatnam,30.66
335098,2026-03-12,Handysize,Mozambique,Sagar/Sandheads,26.4
822778,2026-03-12,Supramax,USA,Gangavaram,32.7
60778,2026-03-12,Capesize,Indonesia,Gopalpur,14.86
146122,2026-03-12,Capesize,Russia,Gopalpur,16.64
109546,2026-03-12,Capesize,Mozambique,Haldia,16.66
572842,2026-03-12,Panamax,Russia,Gopalpur,33.97
255850,2026-03-12,Handysize,Australia,Visakhapatnam,28.71
853258,2026-03-12,Supramax,USA,Visakhapatnam,35.26
633802,2026-03-12,Panamax,USA,Sagar/Sandheads,53.43
511882,2026-03-12,Panamax,Indonesia,Visakhapatnam,30.99
414346,2026-03-12,Handysize,USA,Paradip,27.48
609418,2026-03-12,Panamax,USA,Gangavaram,32.52
12010,2026-03-12,Capesize,Australia,Gangavaram,14.54
548458,2026-03-12,Panamax,Mozambique,Sagar/Sandheads,37.03
310714,2026-03-12,Handysize,Mozambique,Gangavaram,20.86
743530,2026-03-12,Supramax,Mozambique,Gopalpur,21.13
164410,2026-03-12,Capesize,Russia,Sagar/Sandheads,21.31
475306,2026-03-12,Panamax,Indonesia,Dhamra,19.8
652090,2026-03-12,Supramax,Australia,Gangavaram,22.9
603322,2026-03-12,Panamax,USA,Dhamra,35.54
780106,2026-03-12,Supramax,Russia,Gangavaram,37.27
578938,2026-03-12,Panamax,Russia,Haldia,30.22
505786,2026-03-12,Panamax,Indonesia,Sagar/Sandheads,31.94
158314,2026-03-12,Capesize,Russia,Paradip,18.76
54682,2026-03-12,Capesize,Indonesia,Gangavaram,13.08
152219,2026-03-13,Capesize,Russia,Haldia,20.72
414347,2026-03-13,Handysize,USA,Paradip,27.9
828875,2026-03-13,Supramax,USA,Gopalpur,23.19
66875,2026-03-13,Capesize,Indonesia,Haldia,22.77
542363,2026-03-13,Panamax,Mozambique,Paradip,25.81
700859,2026-03-13,Supramax,Indonesia,Gopalpur,18.27
48587,2026-03-13,Capesize,Indonesia,Dhamra,11.61
115643,2026-03-13,Capesize,Mozambique,Paradip,13.3
627707,2026-03-13,Panamax,USA,Paradip,29.19
158315,2026-03-13,Capesize,Russia,Paradip,18.47
511883,2026-03-13,Panamax,Indonesia,Visakhapatnam,32.15
97355,2026-03-13,Capesize,Mozambique,Gangavaram,16.47
194891,2026-03-13,Capesize,USA,Haldia,26.19
18107,2026-03-13,Capesize,Australia,Gopalpur,14.17
408251,2026-03-13,Handysize,USA,Haldia,25.99
188795,2026-03-13,Capesize,USA,Gopalpur,18.67
127835,2026-03-13,Capesize,Mozambique,Visakhapatnam,21.96
140027,2026-03-13,Capesize,Russia,Gangavaram,18.32
737435,2026-03-13,Supramax,Mozambique,Gangavaram,22.27
170507,2026-03-13,Capesize,Russia,Visakhapatnam,19.85
286331,2026-03-13,Handysize,Indonesia,Paradip,21.0
767915,2026-03-13,Supramax,Mozambique,Visakhapatnam,31.36
524075,2026-03-13,Panamax,Mozambique,Gangavaram,28.13
420443,2026-03-13,Handysize,USA,Sagar/Sandheads,37.18
438731,2026-03-13,Panamax,Australia,Gangavaram,33.32
219275,2026-03-13,Handysize,Australia,Dhamra,23.19
54683,2026-03-13,Capesize,Indonesia,Gangavaram,13.14
450923,2026-03-13,Panamax,Australia,Haldia,34.52
725243,2026-03-13,Supramax,Indonesia,Visakhapatnam,35.75
42491,2026-03-13,Capesize,Australia,Visakhapatnam,15.32
810587,2026-03-13,Supramax,Russia,Visakhapatnam,31.83
578939,2026-03-13,Panamax,Russia,Haldia,31.35
389963,2026-03-13,Handysize,USA,Dhamra,24.91
280235,2026-03-13,Handysize,Indonesia,Haldia,23.39
609419,2026-03-13,Panamax,USA,Gangavaram,31.9
652091,2026-03-13,Supramax,Australia,Gangavaram,23.03
383867,2026-03-13,Handysize,Russia,Visakhapatnam,22.25
91259,2026-03-13,Capesize,Mozambique,Dhamra,14.22
24203,2026-03-13,Capesize,Australia,Haldia,19.21
164411,2026-03-13,Capesize,Russia,Sagar/Sandheads,20.75
688667,2026-03-13,Supramax,Indonesia,Dhamra,17.14
853259,2026-03-13,Supramax,USA,Visakhapatnam,33.95
365579,2026-03-13,Handysize,Russia,Haldia,29.9
353387,2026-03-13,Handysize,Russia,Gangavaram,25.58
633803,2026-03-13,Panamax,USA,Sagar/Sandheads,52.39
554555,2026-03-13,Panamax,Mozambique,Visakhapatnam,39.2
133931,2026-03-13,Capesize,Russia,Dhamra,23.08
322907,2026-03-13,Handysize,Mozambique,Haldia,18.93
743531,2026-03-13,Supramax,Mozambique,Gopalpur,20.9
213179,2026-03-13,Capesize,USA,Visakhapatnam,23.06
463115,2026-03-13,Panamax,Australia,Sagar/Sandheads,29.5
481403,2026-03-13,Panamax,Indonesia,Gangavaram,26.43
274139,2026-03-13,Handysize,Indonesia,Gopalpur,22.49
706955,2026-03-13,Supramax,Indonesia,Haldia,24.11
457019,2026-03-13,Panamax,Australia,Paradip,20.85
36395,2026-03-13,Capesize,Australia,Sagar/Sandheads,16.11
371675,2026-03-13,Handysize,Russia,Paradip,28.77
682571,2026-03-13,Supramax,Australia,Visakhapatnam,27.6
822779,2026-03-13,Supramax,USA,Gangavaram,31.16
517979,2026-03-13,Panamax,Mozambique,Dhamra,26.38
548459,2026-03-13,Panamax,Mozambique,Sagar/Sandheads,36.91
639899,2026-03-13,Panamax,USA,Visakhapatnam,24.39
249755,2026-03-13,Handysize,Australia,Sagar/Sandheads,28.3
761819,2026-03-13,Supramax,Mozambique,Sagar/Sandheads,28.33
755723,2026-03-13,Supramax,Mozambique,Paradip,19.53
12011,2026-03-13,Capesize,Australia,Gangavaram,15.34
798395,2026-03-13,Supramax,Russia,Paradip,23.76
676475,2026-03-13,Supramax,Australia,Sagar/Sandheads,26.5
316811,2026-03-13,Handysize,Mozambique,Gopalpur,21.38
255851,2026-03-13,Handysize,Australia,Visakhapatnam,29.03
597227,2026-03-13,Panamax,Russia,Visakhapatnam,29.78
335099,2026-03-13,Handysize,Mozambique,Sagar/Sandheads,26.51
731339,2026-03-13,Supramax,Mozambique,Dhamra,29.73
72971,2026-03-13,Capesize,Indonesia,Paradip,14.55
774011,2026-03-13,Supramax,Russia,Dhamra,21.35
30299,2026-03-13,Capesize,Australia,Paradip,19.01
231467,2026-03-13,Handysize,Australia,Gopalpur,27.96
487499,2026-03-13,Panamax,Indonesia,Gopalpur,19.37
347291,2026-03-13,Handysize,Russia,Dhamra,22.4
615515,2026-03-13,Panamax,USA,Gopalpur,30.95
664283,2026-03-13,Supramax,Australia,Haldia,29.03
237563,2026-03-13,Handysize,Australia,Haldia,23.14
103451,2026-03-13,Capesize,Mozambique,Gopalpur,21.4
792299,2026-03-13,Supramax,Russia,Haldia,35.73
719147,2026-03-13,Supramax,Indonesia,Sagar/Sandheads,21.66
841067,2026-03-13,Supramax,USA,Paradip,35.6
207083,2026-03-13,Capesize,USA,Sagar/Sandheads,23.86
847163,2026-03-13,Supramax,USA,Sagar/Sandheads,29.08
261947,2026-03-13,Handysize,Indonesia,Dhamra,14.4
310715,2026-03-13,Handysize,Mozambique,Gangavaram,20.32
658187,2026-03-13,Supramax,Australia,Gopalpur,21.36
200987,2026-03-13,Capesize,USA,Paradip,16.29
341195,2026-03-13,Handysize,Mozambique,Visakhapatnam,13.84
780107,2026-03-13,Supramax,Russia,Gangavaram,36.28
670379,2026-03-13,Supramax,Australia,Paradip,26.98
329003,2026-03-13,Handysize,Mozambique,Paradip,26.64
786203,2026-03-13,Supramax,Russia,Gopalpur,29.37
713051,2026-03-13,Supramax,Indonesia,Paradip,22.24
402155,2026-03-13,Handysize,USA,Gopalpur,24.44
603323,2026-03-13,Panamax,USA,Dhamra,35.8
493595,2026-03-13,Panamax,Indonesia,Haldia,29.17
359483,2026-03-13,Handysize,Russia,Gopalpur,22.29
60779,2026-03-13,Capesize,Indonesia,Gopalpur,14.62
621611,2026-03-13,Panamax,USA,Haldia,35.51
243659,2026-03-13,Handysize,Australia,Paradip,16.34
694763,2026-03-13,Supramax,Indonesia,Gangavaram,24.73
566747,2026-03-13,Panamax,Russia,Gangavaram,30.62
530171,2026-03-13,Panamax,Mozambique,Gopalpur,27.04
444827,2026-03-13,Panamax,Australia,Gopalpur,30.34
182699,2026-03-13,Capesize,USA,Gangavaram,18.57
121739,2026-03-13,Capesize,Mozambique,Sagar/Sandheads,23.22
268043,2026-03-13,Handysize,Indonesia,Gangavaram,25.0
591131,2026-03-13,Panamax,Russia,Sagar/Sandheads,36.92
645995,2026-03-13,Supramax,Australia,Dhamra,31.01
469211,2026-03-13,Panamax,Australia,Visakhapatnam,39.92
749627,2026-03-13,Supramax,Mozambique,Haldia,37.24
396059,2026-03-13,Handysize,USA,Gangavaram,27.44
804491,2026-03-13,Supramax,Russia,Sagar/Sandheads,29.73
432635,2026-03-13,Panamax,Australia,Dhamra,31.21
298523,2026-03-13,Handysize,Indonesia,Visakhapatnam,25.3
225371,2026-03-13,Handysize,Australia,Gangavaram,17.11
499691,2026-03-13,Panamax,Indonesia,Paradip,40.36
572843,2026-03-13,Panamax,Russia,Gopalpur,34.68
146123,2026-03-13,Capesize,Russia,Gopalpur,16.9
560651,2026-03-13,Panamax,Russia,Dhamra,38.41
292427,2026-03-13,Handysize,Indonesia,Sagar/Sandheads,25.77
475307,2026-03-13,Panamax,Indonesia,Dhamra,18.92
834971,2026-03-13,Supramax,USA,Haldia,32.42
536267,2026-03-13,Panamax,Mozambique,Haldia,30.39
426539,2026-03-13,Handysize,USA,Visakhapatnam,24.49
304619,2026-03-13,Handysize,Mozambique,Dhamra,24.82
5915,2026-03-13,Capesize,Australia,Dhamra,19.3
377771,2026-03-13,Handysize,Russia,Sagar/Sandheads,36.3
816683,2026-03-13,Supramax,USA,Dhamra,34.4
176603,2026-03-13,Capesize,USA,Dhamra,20.97
85163,2026-03-13,Capesize,Indonesia,Visakhapatnam,18.33
79067,2026-03-13,Capesize,Indonesia,Sagar/Sandheads,18.64
109547,2026-03-13,Capesize,Mozambique,Haldia,16.64
585035,2026-03-13,Panamax,Russia,Paradip,32.02
505787,2026-03-13,Panamax,Indonesia,Sagar/Sandheads,32.27
109548,2026-03-14,Capesize,Mozambique,Haldia,16.1
481404,2026-03-14,Panamax,Indonesia,Gangavaram,26.49
658188,2026-03-14,Supramax,Australia,Gopalpur,21.71
749628,2026-03-14,Supramax,Mozambique,Haldia,36.17
133932,2026-03-14,Capesize,Russia,Dhamra,22.98
743532,2026-03-14,Supramax,Mozambique,Gopalpur,20.03
554556,2026-03-14,Panamax,Mozambique,Visakhapatnam,39.43
670380,2026-03-14,Supramax,Australia,Paradip,26.93
243660,2026-03-14,Handysize,Australia,Paradip,15.73
91260,2026-03-14,Capesize,Mozambique,Dhamra,13.55
841068,2026-03-14,Supramax,USA,Paradip,36.49
633804,2026-03-14,Panamax,USA,Sagar/Sandheads,52.55
322908,2026-03-14,Handysize,Mozambique,Haldia,18.78
353388,2026-03-14,Handysize,Russia,Gangavaram,25.61
341196,2026-03-14,Handysize,Mozambique,Visakhapatnam,13.93
457020,2026-03-14,Panamax,Australia,Paradip,21.33
274140,2026-03-14,Handysize,Indonesia,Gopalpur,22.11
591132,2026-03-14,Panamax,Russia,Sagar/Sandheads,34.66
706956,2026-03-14,Supramax,Indonesia,Haldia,24.37
304620,2026-03-14,Handysize,Mozambique,Dhamra,24.9
36396,2026-03-14,Capesize,Australia,Sagar/Sandheads,16.17
804492,2026-03-14,Supramax,Russia,Sagar/Sandheads,29.46
268044,2026-03-14,Handysize,Indonesia,Gangavaram,25.81
572844,2026-03-14,Panamax,Russia,Gopalpur,33.96
219276,2026-03-14,Handysize,Australia,Dhamra,24.31
152220,2026-03-14,Capesize,Russia,Haldia,20.38
389964,2026-03-14,Handysize,USA,Dhamra,25.31
414348,2026-03-14,Handysize,USA,Paradip,28.71
213180,2026-03-14,Capesize,USA,Visakhapatnam,23.01
79068,2026-03-14,Capesize,Indonesia,Sagar/Sandheads,18.27
511884,2026-03-14,Panamax,Indonesia,Visakhapatnam,30.1
792300,2026-03-14,Supramax,Russia,Haldia,34.45
463116,2026-03-14,Panamax,Australia,Sagar/Sandheads,29.77
54684,2026-03-14,Capesize,Indonesia,Gangavaram,13.14
146124,2026-03-14,Capesize,Russia,Gopalpur,16.84
66876,2026-03-14,Capesize,Indonesia,Haldia,22.81
42492,2026-03-14,Capesize,Australia,Visakhapatnam,15.59
261948,2026-03-14,Handysize,Indonesia,Dhamra,15.65
767916,2026-03-14,Supramax,Mozambique,Visakhapatnam,31.08
194892,2026-03-14,Capesize,USA,Haldia,26.11
475308,2026-03-14,Panamax,Indonesia,Dhamra,18.88
505788,2026-03-14,Panamax,Indonesia,Sagar/Sandheads,31.69
359484,2026-03-14,Handysize,Russia,Gopalpur,21.93
548460,2026-03-14,Panamax,Mozambique,Sagar/Sandheads,37.45
310716,2026-03-14,Handysize,Mozambique,Gangavaram,21.7
853260,2026-03-14,Supramax,USA,Visakhapatnam,34.3
335100,2026-03-14,Handysize,Mozambique,Sagar/Sandheads,26.29
444828,2026-03-14,Panamax,Australia,Gopalpur,30.91
682572,2026-03-14,Supramax,Australia,Visakhapatnam,27.48
60780,2026-03-14,Capesize,Indonesia,Gopalpur,14.44
822780,2026-03-14,Supramax,USA,Gangavaram,32.13
774012,2026-03-14,Supramax,Russia,Dhamra,21.91
298524,2026-03-14,Handysize,Indonesia,Visakhapatnam,25.13
578940,2026-03-14,Panamax,Russia,Haldia,32.43
255852,2026-03-14,Handysize,Australia,Visakhapatnam,28.83
603324,2026-03-14,Panamax,USA,Dhamra,34.66
493596,2026-03-14,Panamax,Indonesia,Haldia,29.99
396060,2026-03-14,Handysize,USA,Gangavaram,26.89
780108,2026-03-14,Supramax,Russia,Gangavaram,36.3
12012,2026-03-14,Capesize,Australia,Gangavaram,14.53
560652,2026-03-14,Panamax,Russia,Dhamra,38.8
639900,2026-03-14,Panamax,USA,Visakhapatnam,24.88
383868,2026-03-14,Handysize,Russia,Visakhapatnam,21.73
609420,2026-03-14,Panamax,USA,Gangavaram,32.92
